lowest,highest,proj_date,projected_balance,bills
false,false,2025-07-02,-2215.56,"[{""id"":""4257dbda-f2f6-4920-a3a4-9f2bf64a1768"",""name"":""Garner Rent"",""note"":"""",""owner"":""Both"",""amount"":-5100,""category"":""house"",""end_date"":null,""frequency"":""monthly"",""start_date"":""2025-07-02"",""repeats_every"":1},{""id"":""9329249f-fd65-4579-b2fb-4f61758f964b"",""name"":""New Vision Counseling"",""note"":"""",""owner"":""Both"",""amount"":-100,""category"":""counseling"",""end_date"":null,""frequency"":""weekly"",""start_date"":""2025-05-07"",""repeats_every"":1},{""id"":""3b69e7a5-795c-415d-b661-c2d7089837ef"",""name"":""Utilities"",""note"":"""",""owner"":""Both"",""amount"":-154.74,""category"":""house"",""end_date"":null,""frequency"":""monthly"",""start_date"":""2025-06-02"",""repeats_every"":1}]"
false,false,2025-07-06,-2304.49,[]
false,false,2025-07-10,-3992.75,"[{""id"":""64562358-34ed-410f-b1ea-cce2466d626f"",""name"":""Factor"",""note"":"""",""owner"":""Both"",""amount"":-88.93,""category"":""food & drinks"",""end_date"":null,""frequency"":""weekly"",""start_date"":""2025-05-22"",""repeats_every"":1}]"
false,false,2025-08-26,-2461.6,[]
false,false,2025-08-30,3777.26,[]
false,false,2025-07-18,1049.34,"[{""id"":""58868730-9e23-4c64-a593-ea43efb77649"",""name"":""Food & Drinks"",""note"":"""",""owner"":""Both"",""amount"":-800,""category"":""food & drinks"",""end_date"":null,""frequency"":""weekly"",""start_date"":""2025-05-23"",""repeats_every"":1},{""id"":""d71bdcce-46ec-4d52-a045-fc2426a26a74"",""name"":""Prime Video No Ads"",""note"":"""",""owner"":""Both"",""amount"":-3.24,""category"":""subscription"",""end_date"":null,""frequency"":""monthly"",""start_date"":""2025-03-18"",""repeats_every"":1},{""id"":""b7757ca1-806f-4533-94ec-baa49141af7a"",""name"":""Spotify"",""note"":"""",""owner"":""Both"",""amount"":-18.39,""category"":""subscription"",""end_date"":null,""frequency"":""monthly"",""start_date"":""2025-04-18"",""repeats_every"":1},{""id"":""ef4e92dd-57e1-4f76-a266-a12a6e3af4b7"",""name"":""T-Mobile"",""note"":"""",""owner"":""Brady"",""amount"":-120.68,""category"":""mobile phone"",""end_date"":null,""frequency"":""monthly"",""start_date"":""2025-04-18"",""repeats_every"":1}]"
false,false,2025-07-22,928.79,[]
false,false,2025-07-26,-2086.82,[]
false,false,2025-07-30,-2293.57,"[{""id"":""9329249f-fd65-4579-b2fb-4f61758f964b"",""name"":""New Vision Counseling"",""note"":"""",""owner"":""Both"",""amount"":-100,""category"":""counseling"",""end_date"":null,""frequency"":""weekly"",""start_date"":""2025-05-07"",""repeats_every"":1}]"
false,false,2025-08-03,3295.95,[]
false,false,2025-08-07,-2523.23,"[{""id"":""87332526-478b-4167-9c47-274b640e9cfc"",""name"":""AT&T"",""note"":"""",""owner"":""Both"",""amount"":-80.72,""category"":""utilities"",""end_date"":null,""frequency"":""monthly"",""start_date"":""2025-05-07"",""repeats_every"":1},{""id"":""64562358-34ed-410f-b1ea-cce2466d626f"",""name"":""Factor"",""note"":"""",""owner"":""Both"",""amount"":-88.93,""category"":""food & drinks"",""end_date"":null,""frequency"":""weekly"",""start_date"":""2025-05-22"",""repeats_every"":1},{""id"":""43c04621-24b3-45cd-8ac2-90ac7a0d1f37"",""name"":""Homebody Renters"",""note"":"""",""owner"":""Both"",""amount"":-19.21,""category"":""insurance"",""end_date"":null,""frequency"":""monthly"",""start_date"":""2025-05-07"",""repeats_every"":1},{""id"":""e46463cd-cfa6-45d8-b127-c5c97b785987"",""name"":""Oura"",""note"":"""",""owner"":""Jenny"",""amount"":-6.39,""category"":""fitness"",""end_date"":null,""frequency"":""monthly"",""start_date"":""2025-05-07"",""repeats_every"":1}]"
false,false,2025-07-07,-3480,"[{""id"":""2abe2811-0ef7-4ec1-8706-4da9f0407a37"",""name"":""Acorns"",""note"":""Savings, this is the average over 6 months"",""owner"":""Both"",""amount"":-53.65,""category"":""transfer"",""end_date"":null,""frequency"":""monthly"",""start_date"":""2025-04-04"",""repeats_every"":1},{""id"":""87332526-478b-4167-9c47-274b640e9cfc"",""name"":""AT&T"",""note"":"""",""owner"":""Both"",""amount"":-80.72,""category"":""utilities"",""end_date"":null,""frequency"":""monthly"",""start_date"":""2025-05-07"",""repeats_every"":1},{""id"":""58868730-9e23-4c64-a593-ea43efb77649"",""name"":""Food & Drinks"",""note"":"""",""owner"":""Both"",""amount"":-800,""category"":""food & drinks"",""end_date"":null,""frequency"":""weekly"",""start_date"":""2025-05-23"",""repeats_every"":1},{""id"":""b6660a28-5897-409a-8627-e2c9a3d8faab"",""name"":""Gilbert's Gazelles"",""note"":"""",""owner"":""Jenny"",""amount"":-80,""category"":""fitness"",""end_date"":null,""frequency"":""monthly"",""start_date"":""2025-05-05"",""repeats_every"":1},{""id"":""43c04621-24b3-45cd-8ac2-90ac7a0d1f37"",""name"":""Homebody Renters"",""note"":"""",""owner"":""Both"",""amount"":-19.21,""category"":""insurance"",""end_date"":null,""frequency"":""monthly"",""start_date"":""2025-05-07"",""repeats_every"":1},{""id"":""55e9d9fb-e73b-413c-8247-5b0cd4b4edab"",""name"":""Lyft Pink"",""note"":"""",""owner"":""Brady"",""amount"":-9.99,""category"":""subscription"",""end_date"":null,""frequency"":""monthly"",""start_date"":""2025-05-05"",""repeats_every"":1},{""id"":""e46463cd-cfa6-45d8-b127-c5c97b785987"",""name"":""Oura"",""note"":"""",""owner"":""Jenny"",""amount"":-6.39,""category"":""fitness"",""end_date"":null,""frequency"":""monthly"",""start_date"":""2025-05-07"",""repeats_every"":1},{""id"":""11284150-0095-4548-87b6-5eaf77ac2112"",""name"":""AAA"",""note"":"""",""owner"":""Both"",""amount"":-5,""category"":""auto"",""end_date"":null,""frequency"":""monthly"",""start_date"":""2025-05-05"",""repeats_every"":1},{""id"":""e31a4c58-c69f-4a1b-9db0-32ab1ca4c2bf"",""name"":""Alma"",""note"":"""",""owner"":""Jenny"",""amount"":-120.55,""category"":""counseling"",""end_date"":null,""frequency"":""weekly"",""start_date"":""2025-06-09"",""repeats_every"":2}]"
false,false,2025-07-15,1362.22,"[{""id"":""7dfdb9f2-9f19-407b-8731-9eb440dbeeaa"",""name"":""CorePower"",""note"":"""",""owner"":""Jenny"",""amount"":-21.64,""category"":""fitness"",""end_date"":null,""frequency"":""monthly"",""start_date"":""2025-05-15"",""repeats_every"":1},{""id"":""3d9a5493-05af-4643-a273-3a32247a06c7"",""name"":""Savings Transfer"",""note"":"""",""owner"":""Both"",""amount"":-778.84,""category"":""transfer"",""end_date"":null,""frequency"":""monthly"",""start_date"":""2025-05-15"",""repeats_every"":1},{""id"":""fcb1e189-762b-49f8-83fa-f6e45dcda709"",""name"":""Living Security Paycheck"",""note"":"""",""owner"":""Brady"",""amount"":4053.87,""category"":""paycheck"",""end_date"":null,""frequency"":""monthly"",""start_date"":""2025-07-15"",""repeats_every"":1},{""id"":""e1ee3beb-a449-4b9e-9e6c-1803b568711b"",""name"":""Humanaut Paycheck"",""note"":"""",""owner"":""Jenny"",""amount"":3280.67,""category"":""paycheck"",""end_date"":null,""frequency"":""monthly"",""start_date"":""2025-05-15"",""repeats_every"":1}]"
false,false,2025-07-19,1049.34,[]
false,false,2025-07-23,823.39,"[{""id"":""73a4d1c8-669f-4ce9-aa73-9cfdfd85c276"",""name"":""Brady Watch Insurance"",""note"":"""",""owner"":""Brady"",""amount"":-5.4,""category"":""insurance"",""end_date"":null,""frequency"":""monthly"",""start_date"":""2025-05-23"",""repeats_every"":1},{""id"":""9329249f-fd65-4579-b2fb-4f61758f964b"",""name"":""New Vision Counseling"",""note"":"""",""owner"":""Both"",""amount"":-100,""category"":""counseling"",""end_date"":null,""frequency"":""weekly"",""start_date"":""2025-05-07"",""repeats_every"":1}]"
false,false,2025-07-27,-2086.82,[]
true,false,2025-07-14,-5171.84,"[{""id"":""8a0838ca-9c8f-4d55-9c07-d716dc372182"",""name"":""Cursor"",""note"":"""",""owner"":""Brady"",""amount"":-21.32,""category"":""subscription"",""end_date"":null,""frequency"":""monthly"",""start_date"":""2025-05-13"",""repeats_every"":1},{""id"":""7ffca2bb-ed64-4f0d-aec1-f2e9a6340720"",""name"":""iCloud Storage"",""note"":"""",""owner"":""Both"",""amount"":-9.99,""category"":""subscription"",""end_date"":null,""frequency"":""monthly"",""start_date"":""2025-05-13"",""repeats_every"":1},{""id"":""f6f30ea5-054d-4d1a-88f1-3d026da9ca86"",""name"":""YouTube TV"",""note"":"""",""owner"":""Both"",""amount"":-70,""category"":""subscription"",""end_date"":null,""frequency"":""monthly"",""start_date"":""2025-05-14"",""repeats_every"":1}]"
false,false,2025-05-28,6773.41,"[{""id"":""4be1158f-fc7a-4c32-925e-de493eecf668"",""name"":""FIT Radio"",""note"":"""",""owner"":""Jenny"",""amount"":-8.65,""category"":""fitness"",""end_date"":null,""frequency"":""monthly"",""start_date"":""2025-04-28"",""repeats_every"":1},{""id"":""df3f8bac-afaa-490d-91a5-77ea909dfbd4"",""name"":""Max"",""note"":"""",""owner"":""Both"",""amount"":-18.39,""category"":""subscription"",""end_date"":null,""frequency"":""monthly"",""start_date"":""2025-04-28"",""repeats_every"":1},{""id"":""9329249f-fd65-4579-b2fb-4f61758f964b"",""name"":""New Vision Counseling"",""note"":"""",""owner"":""Both"",""amount"":-100,""category"":""counseling"",""end_date"":null,""frequency"":""weekly"",""start_date"":""2025-05-07"",""repeats_every"":1}]"
false,false,2025-07-31,4173.2,"[{""id"":""64562358-34ed-410f-b1ea-cce2466d626f"",""name"":""Factor"",""note"":"""",""owner"":""Both"",""amount"":-88.93,""category"":""food & drinks"",""end_date"":null,""frequency"":""weekly"",""start_date"":""2025-05-22"",""repeats_every"":1},{""id"":""47fc6337-d237-4c59-adad-adb0a6f9debe"",""name"":""Humanaut Paycheck"",""note"":"""",""owner"":""Jenny"",""amount"":3280.67,""category"":""paycheck"",""end_date"":null,""frequency"":""monthly"",""start_date"":""2025-03-31"",""repeats_every"":1},{""id"":""28e35652-1e97-4e1f-8cc9-f7ee26bdffa9"",""name"":""Living Security Paycheck"",""note"":"""",""owner"":""Brady"",""amount"":4053.87,""category"":""paycheck"",""end_date"":null,""frequency"":""monthly"",""start_date"":""2025-07-31"",""repeats_every"":1},{""id"":""9faec26d-2932-4215-8546-1f07c6a12f36"",""name"":""Savings Transfer"",""note"":"""",""owner"":""Both"",""amount"":-778.84,""category"":""transfer"",""end_date"":null,""frequency"":""monthly"",""start_date"":""2025-03-31"",""repeats_every"":1}]"
false,false,2025-08-04,-2132.99,"[{""id"":""2abe2811-0ef7-4ec1-8706-4da9f0407a37"",""name"":""Acorns"",""note"":""Savings, this is the average over 6 months"",""owner"":""Both"",""amount"":-53.65,""category"":""transfer"",""end_date"":null,""frequency"":""monthly"",""start_date"":""2025-04-04"",""repeats_every"":1},{""id"":""4257dbda-f2f6-4920-a3a4-9f2bf64a1768"",""name"":""Garner Rent"",""note"":"""",""owner"":""Both"",""amount"":-5100,""category"":""house"",""end_date"":null,""frequency"":""monthly"",""start_date"":""2025-07-02"",""repeats_every"":1},{""id"":""3b69e7a5-795c-415d-b661-c2d7089837ef"",""name"":""Utilities"",""note"":"""",""owner"":""Both"",""amount"":-154.74,""category"":""house"",""end_date"":null,""frequency"":""monthly"",""start_date"":""2025-06-02"",""repeats_every"":1},{""id"":""e31a4c58-c69f-4a1b-9db0-32ab1ca4c2bf"",""name"":""Alma"",""note"":"""",""owner"":""Jenny"",""amount"":-120.55,""category"":""counseling"",""end_date"":null,""frequency"":""weekly"",""start_date"":""2025-06-09"",""repeats_every"":2}]"
false,false,2025-08-08,-3337.4,"[{""id"":""58868730-9e23-4c64-a593-ea43efb77649"",""name"":""Food & Drinks"",""note"":"""",""owner"":""Both"",""amount"":-800,""category"":""food & drinks"",""end_date"":null,""frequency"":""weekly"",""start_date"":""2025-05-23"",""repeats_every"":1},{""id"":""2c25bac0-083d-46ad-bb6c-d03aa6e5375b"",""name"":""Spark Mail"",""note"":"""",""owner"":""Brady"",""amount"":-7.99,""category"":""subscription"",""end_date"":null,""frequency"":""monthly"",""start_date"":""2025-05-08"",""repeats_every"":1},{""id"":""8e2b9187-8904-4485-ae85-6cb4ac87a8f0"",""name"":""Google Storage - JE"",""note"":""Multiple charges? Switch to shared and/or yearly subscription?"",""owner"":""Jenny"",""amount"":-6.18,""category"":""subscription"",""end_date"":null,""frequency"":""monthly"",""start_date"":""2025-05-08"",""repeats_every"":1}]"
false,false,2025-08-28,-2730.64,"[{""id"":""64562358-34ed-410f-b1ea-cce2466d626f"",""name"":""Factor"",""note"":"""",""owner"":""Both"",""amount"":-88.93,""category"":""food & drinks"",""end_date"":null,""frequency"":""weekly"",""start_date"":""2025-05-22"",""repeats_every"":1},{""id"":""4be1158f-fc7a-4c32-925e-de493eecf668"",""name"":""FIT Radio"",""note"":"""",""owner"":""Jenny"",""amount"":-8.65,""category"":""fitness"",""end_date"":null,""frequency"":""monthly"",""start_date"":""2025-04-28"",""repeats_every"":1},{""id"":""df3f8bac-afaa-490d-91a5-77ea909dfbd4"",""name"":""Max"",""note"":"""",""owner"":""Both"",""amount"":-18.39,""category"":""subscription"",""end_date"":null,""frequency"":""monthly"",""start_date"":""2025-04-28"",""repeats_every"":1}]"
false,false,2025-08-05,-2227.98,"[{""id"":""b6660a28-5897-409a-8627-e2c9a3d8faab"",""name"":""Gilbert's Gazelles"",""note"":"""",""owner"":""Jenny"",""amount"":-80,""category"":""fitness"",""end_date"":null,""frequency"":""monthly"",""start_date"":""2025-05-05"",""repeats_every"":1},{""id"":""55e9d9fb-e73b-413c-8247-5b0cd4b4edab"",""name"":""Lyft Pink"",""note"":"""",""owner"":""Brady"",""amount"":-9.99,""category"":""subscription"",""end_date"":null,""frequency"":""monthly"",""start_date"":""2025-05-05"",""repeats_every"":1},{""id"":""11284150-0095-4548-87b6-5eaf77ac2112"",""name"":""AAA"",""note"":"""",""owner"":""Both"",""amount"":-5,""category"":""auto"",""end_date"":null,""frequency"":""monthly"",""start_date"":""2025-05-05"",""repeats_every"":1}]"
false,false,2025-08-13,-4085.98,"[{""id"":""8a0838ca-9c8f-4d55-9c07-d716dc372182"",""name"":""Cursor"",""note"":"""",""owner"":""Brady"",""amount"":-21.32,""category"":""subscription"",""end_date"":null,""frequency"":""monthly"",""start_date"":""2025-05-13"",""repeats_every"":1},{""id"":""7ffca2bb-ed64-4f0d-aec1-f2e9a6340720"",""name"":""iCloud Storage"",""note"":"""",""owner"":""Both"",""amount"":-9.99,""category"":""subscription"",""end_date"":null,""frequency"":""monthly"",""start_date"":""2025-05-13"",""repeats_every"":1},{""id"":""9329249f-fd65-4579-b2fb-4f61758f964b"",""name"":""New Vision Counseling"",""note"":"""",""owner"":""Both"",""amount"":-100,""category"":""counseling"",""end_date"":null,""frequency"":""weekly"",""start_date"":""2025-05-07"",""repeats_every"":1}]"
false,false,2025-08-21,-1634.92,"[{""id"":""64562358-34ed-410f-b1ea-cce2466d626f"",""name"":""Factor"",""note"":"""",""owner"":""Both"",""amount"":-88.93,""category"":""food & drinks"",""end_date"":null,""frequency"":""weekly"",""start_date"":""2025-05-22"",""repeats_every"":1}]"
false,false,2025-08-25,-2461.6,"[{""id"":""73a4d1c8-669f-4ce9-aa73-9cfdfd85c276"",""name"":""Brady Watch Insurance"",""note"":"""",""owner"":""Brady"",""amount"":-5.4,""category"":""insurance"",""end_date"":null,""frequency"":""monthly"",""start_date"":""2025-05-23"",""repeats_every"":1},{""id"":""5efad933-3581-4eff-b445-b7d5285374d3"",""name"":""ChatGPT"",""note"":"""",""owner"":""Both"",""amount"":-21.28,""category"":""subscription"",""end_date"":null,""frequency"":""monthly"",""start_date"":""2025-04-25"",""repeats_every"":1}]"
false,false,2025-08-29,3777.26,"[{""id"":""58868730-9e23-4c64-a593-ea43efb77649"",""name"":""Food & Drinks"",""note"":"""",""owner"":""Both"",""amount"":-800,""category"":""food & drinks"",""end_date"":null,""frequency"":""weekly"",""start_date"":""2025-05-23"",""repeats_every"":1},{""id"":""47fc6337-d237-4c59-adad-adb0a6f9debe"",""name"":""Humanaut Paycheck"",""note"":"""",""owner"":""Jenny"",""amount"":3280.67,""category"":""paycheck"",""end_date"":null,""frequency"":""monthly"",""start_date"":""2025-03-31"",""repeats_every"":1},{""id"":""062084bd-50ec-41b2-b868-3b9655c7b628"",""name"":""Lemonade Pet"",""note"":"""",""owner"":""Both"",""amount"":-26.64,""category"":""insurance"",""end_date"":null,""frequency"":""monthly"",""start_date"":""2025-04-29"",""repeats_every"":1},{""id"":""28e35652-1e97-4e1f-8cc9-f7ee26bdffa9"",""name"":""Living Security Paycheck"",""note"":"""",""owner"":""Brady"",""amount"":4053.87,""category"":""paycheck"",""end_date"":null,""frequency"":""monthly"",""start_date"":""2025-07-31"",""repeats_every"":1}]"
false,false,2025-08-11,-3954.67,"[{""id"":""64e8c59f-9d1e-41aa-99ca-09dc83ff4af6"",""name"":""Generator Athlete Lab"",""note"":"""",""owner"":""Both"",""amount"":-277.78,""category"":""fitness"",""end_date"":null,""frequency"":""monthly"",""start_date"":""2025-04-11"",""repeats_every"":1},{""id"":""79bd6a6a-0acb-4f3d-be32-15a4b5e5043e"",""name"":""Progressive"",""note"":"""",""owner"":""Both"",""amount"":-309.65,""category"":""insurance"",""end_date"":null,""frequency"":""monthly"",""start_date"":""2025-05-09"",""repeats_every"":1},{""id"":""fa2569a7-476e-41ac-b37a-f471e316d55c"",""name"":""Raindrop"",""note"":"""",""owner"":""Brady"",""amount"":-29.84,""category"":""subscription"",""end_date"":null,""frequency"":""yearly"",""start_date"":""2025-08-10"",""repeats_every"":1}]"
false,false,2025-08-15,1489.15,"[{""id"":""7dfdb9f2-9f19-407b-8731-9eb440dbeeaa"",""name"":""CorePower"",""note"":"""",""owner"":""Jenny"",""amount"":-21.64,""category"":""fitness"",""end_date"":null,""frequency"":""monthly"",""start_date"":""2025-05-15"",""repeats_every"":1},{""id"":""58868730-9e23-4c64-a593-ea43efb77649"",""name"":""Food & Drinks"",""note"":"""",""owner"":""Both"",""amount"":-800,""category"":""food & drinks"",""end_date"":null,""frequency"":""weekly"",""start_date"":""2025-05-23"",""repeats_every"":1},{""id"":""3d9a5493-05af-4643-a273-3a32247a06c7"",""name"":""Savings Transfer"",""note"":"""",""owner"":""Both"",""amount"":-778.84,""category"":""transfer"",""end_date"":null,""frequency"":""monthly"",""start_date"":""2025-05-15"",""repeats_every"":1},{""id"":""fcb1e189-762b-49f8-83fa-f6e45dcda709"",""name"":""Living Security Paycheck"",""note"":"""",""owner"":""Brady"",""amount"":4053.87,""category"":""paycheck"",""end_date"":null,""frequency"":""monthly"",""start_date"":""2025-07-15"",""repeats_every"":1},{""id"":""e1ee3beb-a449-4b9e-9e6c-1803b568711b"",""name"":""Humanaut Paycheck"",""note"":"""",""owner"":""Jenny"",""amount"":3280.67,""category"":""paycheck"",""end_date"":null,""frequency"":""monthly"",""start_date"":""2025-05-15"",""repeats_every"":1}]"
false,false,2025-08-27,-2614.67,"[{""id"":""5cede898-eebf-4c48-aad1-05c552694311"",""name"":""Baremi"",""note"":"""",""owner"":""Both"",""amount"":-40.92,""category"":""other"",""end_date"":null,""frequency"":""monthly"",""start_date"":""2025-05-27"",""repeats_every"":1},{""id"":""9b1697be-62cb-4bfd-ac7f-03ae46ae6c61"",""name"":""Bird"",""note"":"""",""owner"":""Brady"",""amount"":-2.15,""category"":""subscription"",""end_date"":null,""frequency"":""monthly"",""start_date"":""2025-05-27"",""repeats_every"":1},{""id"":""9329249f-fd65-4579-b2fb-4f61758f964b"",""name"":""New Vision Counseling"",""note"":"""",""owner"":""Both"",""amount"":-100,""category"":""counseling"",""end_date"":null,""frequency"":""weekly"",""start_date"":""2025-05-07"",""repeats_every"":1},{""id"":""9fbf952b-adbe-4cb8-a7b2-4e5a20939d4f"",""name"":""Uber One"",""note"":"""",""owner"":""Jenny"",""amount"":-10,""category"":""subscription"",""end_date"":null,""frequency"":""monthly"",""start_date"":""2025-05-27"",""repeats_every"":1}]"
false,false,2025-08-18,1194.65,"[{""id"":""d0a5c21a-7734-46e6-a09f-0d9543fe162c"",""name"":""Hulu"",""note"":"""",""owner"":""Both"",""amount"":-21.64,""category"":""subscription"",""end_date"":null,""frequency"":""monthly"",""start_date"":""2025-05-16"",""repeats_every"":1},{""id"":""7009965c-0526-45d3-abce-114616329363"",""name"":""Monarch"",""note"":"""",""owner"":""Both"",""amount"":-10,""category"":""subscription"",""end_date"":null,""frequency"":""monthly"",""start_date"":""2025-03-17"",""repeats_every"":1},{""id"":""d71bdcce-46ec-4d52-a045-fc2426a26a74"",""name"":""Prime Video No Ads"",""note"":"""",""owner"":""Both"",""amount"":-3.24,""category"":""subscription"",""end_date"":null,""frequency"":""monthly"",""start_date"":""2025-03-18"",""repeats_every"":1},{""id"":""b7757ca1-806f-4533-94ec-baa49141af7a"",""name"":""Spotify"",""note"":"""",""owner"":""Both"",""amount"":-18.39,""category"":""subscription"",""end_date"":null,""frequency"":""monthly"",""start_date"":""2025-04-18"",""repeats_every"":1},{""id"":""ef4e92dd-57e1-4f76-a266-a12a6e3af4b7"",""name"":""T-Mobile"",""note"":"""",""owner"":""Brady"",""amount"":-120.68,""category"":""mobile phone"",""end_date"":null,""frequency"":""monthly"",""start_date"":""2025-04-18"",""repeats_every"":1},{""id"":""e31a4c58-c69f-4a1b-9db0-32ab1ca4c2bf"",""name"":""Alma"",""note"":"""",""owner"":""Jenny"",""amount"":-120.55,""category"":""counseling"",""end_date"":null,""frequency"":""weekly"",""start_date"":""2025-06-09"",""repeats_every"":2}]"